0	0	"decide on what item you want to puchase"
26	775	"press desired selection"
4250000	44100000	"press the button"
4120	723000	"choose goods"
167000	2570000	"press code"
19	19900	"locate vending machine"
10	0	"wait for product to drop"
18	29500	"put money in machine"
2010	2480000	"go to a vending machine"
0	0	"place money in vending machine"
137000	33900000	"select item"
0	0	"insert funds into vending machine for desired item"
38300	49800000	"pick up your item"
0	0	"open slot to remove item  enjoy"
421000	23800000	"select a product"
0	0	"depress button indicating desired item"
32	3160	"identify vending machine"
16	55	"select correct product code"
0	0	"get item from dispenser"
10700	8870000	"pick up product"
0	0	"internally choose product"
332000	10300000	"get product"
0	0	"select object to be bought"
11	269000	"select item to buy"
0	0	"wait for goods to drop"
525	11200000	"select item you want"
0	0	"push button retrieve item bought"
4610000	41800000	"take money"
1240	3490000	"putting in a dollar"
0	0	"select an item by pushing it s button"
896	0	"choose vendindg machine"
3760	170000	"take out goods"
5	0	"put coins into machine"
369000	34600000	"put money in"
8730	851000	"find vending machine"
0	0	"obtain purchased item"
0	0	"change paper money into coin"
121	106000	"press selection button"
107000	24600000	"make selection"
0	0	"put in correct amount of money"
296000	3520000	"find change"
11100	892000	"press selection"
25800	3910000	"find machine"
14300000	203000000	"push button"
21	2480	"put money in vending machine"
0	0	"determine item to purchase"
5	0	"retrieve product from vending machine"
61000	1080000	"press number"
28300	2130000	"look for money"
5	0	"insert correct amount of change"
1470	1470000	"approach machine"
81100	8910000	"pick up item"
217000	517000000	"choose what you want"
14300000	153000000	"get money"
6490	276000000	"put in the money"
436000	55300000	"select product"
6660	903000	"insert change"
0	0	"choose the product you wish to have"
26200	2290000	"recieve item"
57600	5340000	"enter product code"
11900	884000	"look at code"
0	0	"reach into flap"
2500	944	"aquire change"
12	3830	"determine desired product"
0	0	"locate necessary funds to purchase item"
340000	294000000	"remove item"
80000	168000	"feel thirst"
77400	18600000	"choose product"
150	7980000	"take out your item"
0	0	"listen for item to drop"
0	0	"place correct amount of money in machine"
11200000	9020000000	"done"
26	88400	"take money from pocket"
0	0	"make selection by pressing appropriate buttons"
17100	3920000	"put in money"
26	0	"remove item from tray"
0	660	"put money into vending machine"
26100	703000	"take change"
19400	9580000	"type in code"
18300	3540000	"retrieve product"
0	0	"open door and grab item"
1040	54	"retreive selection"
42	223000	"place money in the machine"
522	23500	"go to vending machine"
5	0	"take your change if any"
0	0	"selecting what food/drink you want"
217000	85000000	"press button"
2900	651000	"select desired item"
172000	1680000	"insert coins"
16	347	"collect change if any"
10	63	"insert money into machine"
0	0	"take out required money"
15	16800	"identify desired product"
5	0	"take the product from the machine"
2420	33000000	"decide what you want to buy"
1460	55400	"put in coin"
0	0	"obtain change (if necessary)"
6230	402000	"collect change"
291000	332000000	"decide what you want"
0	0	"select that item on the screen"
77200	3560000	"count money"
246	313	"walk towards machine"
0	0	"put correct money in slot"
6620	8120000	"get your change"
41800	1490000	"buy machine"
0	0	"insert the right money"
0	0	"watch item fall"
0	0	"identify price of product"
1260	60200	"grabbing the item"
20	5770	"put coins in slot"
1180000	31500000	"get item"
0	0	"put change in machine"
711	988	"recieving your change"
0	0	"see how much item costs"
10	0	"press the button for the product"
6580	765000	"insert money"
0	0	"take item from machine"
1750	51000	"locate coins"
3260000	21700000	"push the button"
9180	574000	"consume the product"
25600	1190000	"choose item"
